interaction_id,occurred_at,customer_id,campaign_id,product_id,channel,event_type,session_id,region,segment,spend_usd,revenue_usd,creative_id,agency_id,deal_id
INT-00438,2025-02-10T11:46:00+00:00,CUST-0042,CAMP-031,SKU-0025,content_syndication,purchase,SES-00139,EMEA,SMB,8.34,15652.91,CR-0036,AGY-05,DEAL-1103
INT-00439,2025-03-15T05:54:00+00:00,CUST-0081,CAMP-028,SKU-0014,partner,demo_booked,SES-00124,NA,Startup,8.08,82.44,CR-0015,AGY-01,DEAL-1100
INT-00440,2025-01-27T02:26:00+00:00,CUST-0039,CAMP-001,SKU-0024,paid_search,click,SES-00195,LATAM,Startup,2.48,0.0,CR-0023,AGY-05,DEAL-1112
INT-00441,2025-02-24T08:10:00+00:00,CUST-0089,CAMP-032,SKU-0010,content_syndication,impression,SES-00197,NA,SMB,0.28,0.0,CR-0019,AGY-03,DEAL-1035
INT-00442,2025-01-23T17:54:00+00:00,CUST-0071,CAMP-024,SKU-0021,webinar,click,SES-00144,APAC,Enterprise,3.6,0.0,CR-0026,AGY-06,DEAL-1045
INT-00443,2025-03-11T14:09:00+00:00,CUST-0049,CAMP-015,SKU-0008,partner,impression,SES-00161,APAC,Mid-Market,0.98,0.0,CR-0034,AGY-06,DEAL-1034
INT-00444,2025-01-27T08:37:00+00:00,CUST-0037,CAMP-018,SKU-0006,organic_social,impression,SES-00018,NA,Startup,0.01,0.0,CR-0009,AGY-05,DEAL-1064
INT-00445,2025-01-02T18:22:00+00:00,CUST-0080,CAMP-029,SKU-0018,partner,landing_view,SES-00126,NA,Startup,1.07,0.0,CR-0021,AGY-06,DEAL-1034
INT-00446,2025-01-22T04:34:00+00:00,CUST-0024,CAMP-007,SKU-0015,partner,impression,SES-00184,EMEA,SMB,0.79,0.0,CR-0001,AGY-05,DEAL-1051
INT-00447,2025-02-12T04:56:00+00:00,CUST-0064,CAMP-014,SKU-0023,display,click,SES-00202,NA,Startup,0.85,0.0,CR-0024,AGY-01,DEAL-1074
INT-00448,2025-02-19T10:37:00+00:00,CUST-0043,CAMP-006,SKU-0026,email,impression,SES-00199,LATAM,Mid-Market,0.04,0.0,CR-0005,AGY-04,DEAL-1085
INT-00449,2025-02-05T00:36:00+00:00,CUST-0033,CAMP-025,SKU-0003,paid_search,impression,SES-00197,APAC,SMB,0.81,0.0,CR-0016,AGY-02,DEAL-1040
INT-00450,2025-03-02T14:54:00+00:00,CUST-0032,CAMP-003,SKU-0018,webinar,click,SES-00198,APAC,Enterprise,4.58,0.0,CR-0034,AGY-03,DEAL-1085
INT-00451,2025-02-17T09:58:00+00:00,CUST-0050,CAMP-020,SKU-0026,display,impression,SES-00187,LATAM,Enterprise,0.21,0.0,CR-0036,AGY-06,DEAL-1026
INT-00452,2025-03-30T14:08:00+00:00,CUST-0082,CAMP-020,SKU-0022,webinar,impression,SES-00014,LATAM,Mid-Market,1.06,0.0,CR-0014,AGY-06,DEAL-1048
INT-00453,2025-03-13T19:54:00+00:00,CUST-0042,CAMP-001,SKU-0024,email,form_submit,SES-00150,EMEA,SMB,0.59,0.0,CR-0026,AGY-05,DEAL-1103
INT-00454,2025-01-09T07:40:00+00:00,CUST-0089,CAMP-010,SKU-0021,display,form_submit,SES-00064,NA,SMB,3.99,0.0,CR-0032,AGY-04,DEAL-1035
INT-00455,2025-02-14T09:42:00+00:00,CUST-0008,CAMP-023,SKU-0009,email,landing_view,SES-00203,APAC,Enterprise,0.06,0.0,CR-0009,AGY-06,DEAL-1061
INT-00456,2025-03-23T19:09:00+00:00,CUST-0057,CAMP-013,SKU-0028,paid_search,landing_view,SES-00092,NA,SMB,0.86,0.0,CR-0017,AGY-03,DEAL-1016
INT-00457,2025-01-30T11:05:00+00:00,CUST-0072,CAMP-019,SKU-0004,content_syndication,impression,SES-00048,LATAM,SMB,0.32,0.0,CR-0023,AGY-05,DEAL-1095
INT-00458,2025-02-19T07:09:00+00:00,CUST-0077,CAMP-011,SKU-0007,social_paid,click,SES-00116,LATAM,SMB,1.15,0.0,CR-0017,AGY-05,DEAL-1003
INT-00459,2025-01-22T17:38:00+00:00,CUST-0082,CAMP-025,SKU-0015,email,demo_booked,SES-00159,LATAM,Mid-Market,0.49,193.43,CR-0040,AGY-02,DEAL-1048
INT-00460,2025-01-30T07:28:00+00:00,CUST-0025,CAMP-032,SKU-0010,email,landing_view,SES-00083,APAC,SMB,0.05,0.0,CR-0042,AGY-03,DEAL-1113
INT-00461,2025-01-18T10:35:00+00:00,CUST-0006,CAMP-009,SKU-0022,email,demo_booked,SES-00052,LATAM,Mid-Market,0.44,167.26,CR-0032,AGY-01,DEAL-1011
INT-00462,2025-03-26T16:04:00+00:00,CUST-0068,CAMP-017,SKU-0025,paid_search,impression,SES-00156,APAC,SMB,0.84,0.0,CR-0001,AGY-01,DEAL-1115
INT-00463,2025-03-14T07:03:00+00:00,CUST-0011,CAMP-030,SKU-0014,paid_search,impression,SES-00191,APAC,Enterprise,0.8,0.0,CR-0024,AGY-03,DEAL-1048
INT-00464,2025-01-09T20:09:00+00:00,CUST-0068,CAMP-003,SKU-0005,social_paid,mql,SES-00020,APAC,SMB,3.2,0.0,CR-0034,AGY-03,DEAL-1115
INT-00465,2025-02-07T18:59:00+00:00,CUST-0025,CAMP-013,SKU-0015,webinar,click,SES-00046,APAC,SMB,4.3,0.0,CR-0036,AGY-03,DEAL-1113
INT-00466,2025-02-06T13:12:00+00:00,CUST-0087,CAMP-030,SKU-0027,organic_social,demo_booked,SES-00043,NA,Startup,0.24,106.78,CR-0036,AGY-03,DEAL-1084
INT-00467,2025-03-17T04:45:00+00:00,CUST-0046,CAMP-021,SKU-0027,display,mql,SES-00106,LATAM,Mid-Market,4.46,0.0,CR-0028,AGY-06,DEAL-1033
INT-00468,2025-03-08T02:39:00+00:00,CUST-0049,CAMP-017,SKU-0014,display,purchase,SES-00115,APAC,Mid-Market,4.75,1636.91,CR-0001,AGY-01,DEAL-1034
INT-00469,2025-03-12T05:25:00+00:00,CUST-0039,CAMP-001,SKU-0010,partner,purchase,SES-00055,LATAM,Startup,45.09,8595.65,CR-0002,AGY-05,DEAL-1112
INT-00470,2025-03-22T23:24:00+00:00,CUST-0013,CAMP-003,SKU-0007,content_syndication,impression,SES-00036,NA,Mid-Market,0.31,0.0,CR-0024,AGY-03,DEAL-1118
INT-00471,2025-03-07T20:41:00+00:00,CUST-0033,CAMP-020,SKU-0026,social_paid,click,SES-00146,APAC,SMB,1.14,0.0,CR-0005,AGY-06,DEAL-1040
INT-00472,2025-02-04T17:30:00+00:00,CUST-0023,CAMP-032,SKU-0012,social_paid,click,SES-00077,EMEA,Startup,1.05,0.0,CR-0037,AGY-03,DEAL-1086
INT-00473,2025-03-19T07:42:00+00:00,CUST-0043,CAMP-023,SKU-0025,organic_social,click,SES-00031,LATAM,Mid-Market,0.05,0.0,CR-0042,AGY-06,DEAL-1085
INT-00474,2025-02-21T10:04:00+00:00,CUST-0082,CAMP-025,SKU-0015,paid_search,impression,SES-00011,LATAM,Mid-Market,0.67,0.0,CR-0035,AGY-02,DEAL-1048
INT-00475,2025-02-15T22:35:00+00:00,CUST-0020,CAMP-004,SKU-0019,organic_social,purchase,SES-00193,EMEA,SMB,0.34,22274.67,CR-0037,AGY-06,DEAL-1007
INT-00476,2025-02-06T08:02:00+00:00,CUST-0017,CAMP-022,SKU-0014,social_paid,click,SES-00191,LATAM,Startup,1.11,0.0,CR-0036,AGY-06,DEAL-1095
INT-00477,2025-02-14T09:44:00+00:00,CUST-0065,CAMP-028,SKU-0014,email,form_submit,SES-00124,EMEA,Startup,0.63,0.0,CR-0013,AGY-01,DEAL-1055
INT-00478,2025-03-03T03:27:00+00:00,CUST-0032,CAMP-005,SKU-0013,partner,form_submit,SES-00083,APAC,Enterprise,11.96,0.0,CR-0008,AGY-03,DEAL-1016
INT-00479,2025-03-16T18:46:00+00:00,CUST-0042,CAMP-023,SKU-0008,paid_search,form_submit,SES-00044,EMEA,SMB,15.87,0.0,CR-0040,AGY-06,DEAL-1078
INT-00480,2025-01-11T05:28:00+00:00,CUST-0057,CAMP-003,SKU-0005,webinar,impression,SES-00096,NA,SMB,1.29,0.0,CR-0006,AGY-03,DEAL-1098
INT-00481,2025-02-10T23:10:00+00:00,CUST-0080,CAMP-010,SKU-0022,partner,impression,SES-00178,NA,Startup,0.89,0.0,CR-0020,AGY-04,DEAL-1034
INT-00482,2025-02-13T23:11:00+00:00,CUST-0027,CAMP-014,SKU-0007,webinar,click,SES-00193,NA,Mid-Market,4.15,0.0,CR-0036,AGY-01,DEAL-1079
INT-00483,2025-01-24T06:03:00+00:00,CUST-0089,CAMP-002,SKU-0013,organic_social,click,SES-00170,NA,SMB,0.05,0.0,CR-0003,AGY-04,DEAL-1110
INT-00484,2025-03-02T02:36:00+00:00,CUST-0026,CAMP-018,SKU-0006,paid_search,click,SES-00003,EMEA,Mid-Market,2.33,0.0,CR-0025,AGY-05,DEAL-1074
INT-00485,2025-03-31T04:23:00+00:00,CUST-0014,CAMP-002,SKU-0011,partner,demo_booked,SES-00167,APAC,Mid-Market,13.79,19.92,CR-0015,AGY-04,DEAL-1054
INT-00486,2025-01-23T12:26:00+00:00,CUST-0063,CAMP-006,SKU-0010,email,impression,SES-00118,NA,Mid-Market,0.05,0.0,CR-0003,AGY-04,DEAL-1106
INT-00487,2025-02-02T00:45:00+00:00,CUST-0043,CAMP-032,SKU-0010,organic_social,form_submit,SES-00005,LATAM,Mid-Market,0.18,0.0,CR-0044,AGY-03,DEAL-1085
INT-00488,2025-03-28T09:22:00+00:00,CUST-0008,CAMP-017,SKU-0025,organic_social,demo_booked,SES-00209,APAC,Enterprise,0.16,179.44,CR-0036,AGY-01,DEAL-1062
INT-00489,2025-03-30T08:10:00+00:00,CUST-0012,CAMP-025,SKU-0009,webinar,click,SES-00147,APAC,Enterprise,3.77,0.0,CR-0028,AGY-02,DEAL-1049
INT-00490,2025-03-14T19:51:00+00:00,CUST-0058,CAMP-009,SKU-0010,webinar,landing_view,SES-00149,APAC,Mid-Market,1.46,0.0,CR-0044,AGY-01,DEAL-1020
INT-00491,2025-03-26T22:14:00+00:00,CUST-0040,CAMP-009,SKU-0022,organic_social,purchase,SES-00198,NA,Enterprise,0.52,3017.42,CR-0042,AGY-01,DEAL-1047
INT-00492,2025-03-29T11:45:00+00:00,CUST-0024,CAMP-021,SKU-0011,email,form_submit,SES-00196,EMEA,SMB,0.61,0.0,CR-0027,AGY-06,DEAL-1051
INT-00493,2025-01-25T06:58:00+00:00,CUST-0020,CAMP-013,SKU-0015,social_paid,impression,SES-00007,EMEA,SMB,0.37,0.0,CR-0040,AGY-03,DEAL-1007
INT-00494,2025-03-12T23:33:00+00:00,CUST-0077,CAMP-015,SKU-0013,webinar,landing_view,SES-00092,LATAM,SMB,1.59,0.0,CR-0045,AGY-06,DEAL-1022
INT-00495,2025-01-15T21:47:00+00:00,CUST-0092,CAMP-024,SKU-0021,email,mql,SES-00126,NA,Startup,0.42,0.0,CR-0009,AGY-06,DEAL-1086
INT-00496,2025-01-17T02:49:00+00:00,CUST-0035,CAMP-027,SKU-0005,webinar,form_submit,SES-00052,NA,SMB,28.45,0.0,CR-0005,AGY-04,DEAL-1072
INT-00497,2025-02-25T08:02:00+00:00,CUST-0089,CAMP-021,SKU-0025,content_syndication,demo_booked,SES-00110,NA,SMB,5.25,62.58,CR-0003,AGY-06,DEAL-1035
INT-00498,2025-02-18T22:59:00+00:00,CUST-0067,CAMP-007,SKU-0021,content_syndication,click,SES-00011,NA,Mid-Market,0.97,0.0,CR-0034,AGY-05,DEAL-1046
INT-00499,2025-03-12T10:07:00+00:00,CUST-0072,CAMP-025,SKU-0015,paid_search,impression,SES-00113,LATAM,SMB,0.82,0.0,CR-0020,AGY-02,DEAL-1095
INT-00500,2025-02-12T04:42:00+00:00,CUST-0022,CAMP-028,SKU-0014,partner,landing_view,SES-00014,APAC,Mid-Market,1.32,0.0,CR-0010,AGY-01,DEAL-1008
